geoid_o,geoid_d,visitor_flows,pop_flows,lat_o,lng_o,lat_d,lng_d,county_o,county_d,pop_o,pop_d,eigen_centrality_o,eigen_centrality_d,scaled_sci
6013,6101,17.340659340659343,292.83516483516485,37.92341874155632,-121.95121244528308,39.03452288404048,-121.69484234013284,Contra Costa County,Sutter County,1165986.0,99464.0,0.12488765582971975,0.0006161336018141221,12802
6013,6113,193.2087912087912,3271.6813186813188,37.92341874155632,-121.95121244528308,38.68664648089628,-121.90162045610802,Contra Costa County,Yolo County,1165986.0,216291.0,0.12488765582971975,0.006949974513099759,26458
6013,6115,23.142857142857146,396.7582417582418,37.92341874155632,-121.95121244528308,39.26900767275675,-121.35126271836052,Contra Costa County,Yuba County,1165986.0,81994.0,0.12488765582971975,0.0005533758662631511,13544
6021,6001,6.736263736263737,124.56043956043958,39.59840476989015,-122.39220680724118,37.650546842122445,-121.91788544949588,Glenn County,Alameda County,28896.0,1680380.0,0.0001331980874288246,0.9999999999999999,6646
6021,6007,514.0769230769231,9734.054945054946,39.59840476989015,-122.39220680724118,39.66692936367094,-121.60067173183134,Glenn County,Butte County,28896.0,210135.0,0.0001331980874288246,0.0011424085470853695,942856
6021,6011,48.219780219780226,914.3296703296704,39.59840476989015,-122.39220680724118,39.177573134127535,-122.23702845533448,Glenn County,Colusa County,28896.0,21858.0,0.0001331980874288246,0.00017218528753112577,1292161
6021,6013,4.21978021978022,80.26373626373628,39.59840476989015,-122.39220680724118,37.92341874155632,-121.95121244528308,Glenn County,Contra Costa County,28896.0,1165986.0,0.0001331980874288246,0.12488765582971975,11915
6021,6021,2164.3406593406594,40949.08791208792,39.59840476989015,-122.39220680724118,39.59840476989015,-122.39220680724118,Glenn County,Glenn County,28896.0,28896.0,0.0001331980874288246,0.0001331980874288246,15550115
6021,6033,4.362637362637363,81.70329670329672,39.59840476989015,-122.39220680724118,39.09964534019901,-122.75318391622451,Glenn County,Lake County,28896.0,68195.0,0.0001331980874288246,0.00032473769187069113,87325
6021,6041,1.3406593406593408,25.75824175824176,39.59840476989015,-122.39220680724118,38.05518332680756,-122.74885854934313,Glenn County,Marin County,28896.0,261282.0,0.0001331980874288246,0.004477864609808402,7403
6021,6045,11.868131868131869,228.00000000000003,39.59840476989015,-122.39220680724118,39.4336238311982,-123.43155391611874,Glenn County,Mendocino County,28896.0,91361.0,0.0001331980874288246,0.00057775175903098,72881
6021,6055,1.4175824175824177,26.2967032967033,39.59840476989015,-122.39220680724118,38.5064736594468,-122.33053320427236,Glenn County,Napa County,28896.0,137485.0,0.0001331980874288246,0.0020453417864052205,24916
6021,6067,44.04395604395605,827.3626373626374,39.59840476989015,-122.39220680724118,38.44931480740672,-121.34424340677604,Glenn County,Sacramento County,28896.0,1586465.0,0.0001331980874288246,0.25574990517625434,28439
6021,6081,5.76923076923077,108.85714285714286,39.59840476989015,-122.39220680724118,37.43620973176126,-122.3556631985105,Glenn County,San Mateo County,28896.0,762511.0,0.0001331980874288246,0.05845180422381311,7071
6021,6095,7.725274725274726,148.34065934065936,39.59840476989015,-122.39220680724118,38.26691911759816,-121.9400068971127,Glenn County,Solano County,28896.0,452698.0,0.0001331980874288246,0.009541123396942344,25389
6021,6097,4.0,76.3076923076923,39.59840476989015,-122.39220680724118,38.525292574496746,-122.92254465472432,Glenn County,Sonoma County,28896.0,488281.0,0.0001331980874288246,0.005417711644735741,24001
6021,6101,15.483516483516485,294.3406593406594,39.59840476989015,-122.39220680724118,39.03452288404048,-121.69484234013284,Glenn County,Sutter County,28896.0,99464.0,0.0001331980874288246,0.0006161336018141221,162375
6021,6113,17.395604395604398,330.7692307692308,39.59840476989015,-122.39220680724118,38.68664648089628,-121.90162045610802,Glenn County,Yolo County,28896.0,216291.0,0.0001331980874288246,0.006949974513099759,60353
6021,6115,7.65934065934066,147.60439560439562,39.59840476989015,-122.39220680724118,39.26900767275675,-121.35126271836052,Glenn County,Yuba County,28896.0,81994.0,0.0001331980874288246,0.0005533758662631511,124458
6033,6001,40.17582417582418,791.2527472527473,39.09964534019901,-122.75318391622451,37.650546842122445,-121.91788544949588,Lake County,Alameda County,68195.0,1680380.0,0.00032473769187069113,0.9999999999999999,14224
6033,6007,11.65934065934066,240.65934065934067,39.09964534019901,-122.75318391622451,39.66692936367094,-121.60067173183134,Lake County,Butte County,68195.0,210135.0,0.00032473769187069113,0.0011424085470853695,67744
6033,6011,16.0,330.7032967032967,39.09964534019901,-122.75318391622451,39.177573134127535,-122.23702845533448,Lake County,Colusa County,68195.0,21858.0,0.00032473769187069113,0.00017218528753112577,98026
6033,6013,21.571428571428573,433.83516483516485,39.09964534019901,-122.75318391622451,37.92341874155632,-121.95121244528308,Lake County,Contra Costa County,68195.0,1165986.0,0.00032473769187069113,0.12488765582971975,22333
6033,6021,3.175824175824176,64.95604395604396,39.09964534019901,-122.75318391622451,39.59840476989015,-122.39220680724118,Lake County,Glenn County,68195.0,28896.0,0.00032473769187069113,0.0001331980874288246,87325
6033,6033,4805.769230769231,96932.09890109891,39.09964534019901,-122.75318391622451,39.09964534019901,-122.75318391622451,Lake County,Lake County,68195.0,68195.0,0.00032473769187069113,0.00032473769187069113,6812668
6033,6041,18.967032967032967,387.967032967033,39.09964534019901,-122.75318391622451,38.05518332680756,-122.74885854934313,Lake County,Marin County,68195.0,261282.0,0.00032473769187069113,0.004477864609808402,43832
6033,6045,225.5604395604396,4605.505494505494,39.09964534019901,-122.75318391622451,39.4336238311982,-123.43155391611874,Lake County,Mendocino County,68195.0,91361.0,0.00032473769187069113,0.00057775175903098,714000
6033,6055,109.65934065934067,2237.2857142857147,39.09964534019901,-122.75318391622451,38.5064736594468,-122.33053320427236,Lake County,Napa County,68195.0,137485.0,0.00032473769187069113,0.0020453417864052205,154227
6033,6067,42.032967032967036,859.1208791208792,39.09964534019901,-122.75318391622451,38.44931480740672,-121.34424340677604,Lake County,Sacramento County,68195.0,1586465.0,0.00032473769187069113,0.25574990517625434,24958
6033,6081,16.450549450549453,330.13186813186815,39.09964534019901,-122.75318391622451,37.43620973176126,-122.3556631985105,Lake County,San Mateo County,68195.0,762511.0,0.00032473769187069113,0.05845180422381311,14403
6033,6095,26.153846153846157,534.2637362637363,39.09964534019901,-122.75318391622451,38.26691911759816,-121.9400068971127,Lake County,Solano County,68195.0,452698.0,0.00032473769187069113,0.009541123396942344,44861
6033,6097,331.51648351648356,6739.6263736263745,39.09964534019901,-122.75318391622451,38.525292574496746,-122.92254465472432,Lake County,Sonoma County,68195.0,488281.0,0.00032473769187069113,0.005417711644735741,241264
6033,6101,4.835164835164836,99.36263736263737,39.09964534019901,-122.75318391622451,39.03452288404048,-121.69484234013284,Lake County,Sutter County,68195.0,99464.0,0.00032473769187069113,0.0006161336018141221,39813
6033,6113,20.1978021978022,413.80219780219784,39.09964534019901,-122.75318391622451,38.68664648089628,-121.90162045610802,Lake County,Yolo County,68195.0,216291.0,0.00032473769187069113,0.006949974513099759,29956
6033,6115,3.4725274725274726,70.80219780219781,39.09964534019901,-122.75318391622451,39.26900767275675,-121.35126271836052,Lake County,Yuba County,68195.0,81994.0,0.00032473769187069113,0.0005533758662631511,48788
6041,6001,435.69230769230774,10545.296703296704,38.05518332680756,-122.74885854934313,37.650546842122445,-121.91788544949588,Marin County,Alameda County,261282.0,1680380.0,0.004477864609808402,0.9999999999999999,42581
6041,6007,9.153846153846155,216.95604395604397,38.05518332680756,-122.74885854934313,39.66692936367094,-121.60067173183134,Marin County,Butte County,261282.0,210135.0,0.004477864609808402,0.0011424085470853695,15911
6041,6011,1.9340659340659343,47.46153846153847,38.05518332680756,-122.74885854934313,39.177573134127535,-122.23702845533448,Marin County,Colusa County,261282.0,21858.0,0.004477864609808402,0.00017218528753112577,7069
6041,6013,278.80219780219784,6811.989010989011,38.05518332680756,-122.74885854934313,37.92341874155632,-121.95121244528308,Marin County,Contra Costa County,261282.0,1165986.0,0.004477864609808402,0.12488765582971975,53938
6041,6021,1.7692307692307694,45.2967032967033,38.05518332680756,-122.74885854934313,39.59840476989015,-122.39220680724118,Marin County,Glenn County,261282.0,28896.0,0.004477864609808402,0.0001331980874288246,7403
6041,6033,10.912087912087912,259.75824175824175,38.05518332680756,-122.74885854934313,39.09964534019901,-122.75318391622451,Marin County,Lake County,261282.0,68195.0,0.004477864609808402,0.00032473769187069113,43832
6041,6041,18587.934065934067,451365.054945055,38.05518332680756,-122.74885854934313,38.05518332680756,-122.74885854934313,Marin County,Marin County,261282.0,261282.0,0.004477864609808402,0.004477864609808402,1568477
6041,6045,21.274725274725277,519.3846153846155,38.05518332680756,-122.74885854934313,39.4336238311982,-123.43155391611874,Marin County,Mendocino County,261282.0,91361.0,0.004477864609808402,0.00057775175903098,42777
6041,6055,82.58241758241759,2025.1758241758243,38.05518332680756,-122.74885854934313,38.5064736594468,-122.33053320427236,Marin County,Napa County,261282.0,137485.0,0.004477864609808402,0.0020453417864052205,74162
6041,6067,67.37362637362638,1677.0989010989013,38.05518332680756,-122.74885854934313,38.44931480740672,-121.34424340677604,Marin County,Sacramento County,261282.0,1586465.0,0.004477864609808402,0.25574990517625434,15651
6041,6081,314.72527472527474,7788.142857142858,38.05518332680756,-122.74885854934313,37.43620973176126,-122.3556631985105,Marin County,San Mateo County,261282.0,762511.0,0.004477864609808402,0.05845180422381311,50455
6041,6095,145.95604395604397,3591.3846153846157,38.05518332680756,-122.74885854934313,38.26691911759816,-121.9400068971127,Marin County,Solano County,261282.0,452698.0,0.004477864609808402,0.009541123396942344,47905
6041,6097,675.5384615384615,16584.9010989011,38.05518332680756,-122.74885854934313,38.525292574496746,-122.92254465472432,Marin County,Sonoma County,261282.0,488281.0,0.004477864609808402,0.005417711644735741,195671
6041,6101,1.7472527472527475,43.42857142857143,38.05518332680756,-122.74885854934313,39.03452288404048,-121.69484234013284,Marin County,Sutter County,261282.0,99464.0,0.004477864609808402,0.0006161336018141221,6844
6041,6113,21.857142857142858,537.1538461538462,38.05518332680756,-122.74885854934313,38.68664648089628,-121.90162045610802,Marin County,Yolo County,261282.0,216291.0,0.004477864609808402,0.006949974513099759,22340
6041,6115,2.5494505494505497,64.91208791208791,38.05518332680756,-122.74885854934313,39.26900767275675,-121.35126271836052,Marin County,Yuba County,261282.0,81994.0,0.004477864609808402,0.0005533758662631511,8113
6045,6001,46.087912087912095,992.8461538461539,39.4336238311982,-123.43155391611874,37.650546842122445,-121.91788544949588,Mendocino County,Alameda County,91361.0,1680380.0,0.00057775175903098,0.9999999999999999,14710
6045,6007,13.912087912087912,297.934065934066,39.4336238311982,-123.43155391611874,39.66692936367094,-121.60067173183134,Mendocino County,Butte County,91361.0,210135.0,0.00057775175903098,0.0011424085470853695,63322
6045,6011,8.758241758241759,194.3736263736264,39.4336238311982,-123.43155391611874,39.177573134127535,-122.23702845533448,Mendocino County,Colusa County,91361.0,21858.0,0.00057775175903098,0.00017218528753112577,66058
6045,6013,18.329670329670332,392.21978021978026,39.4336238311982,-123.43155391611874,37.92341874155632,-121.95121244528308,Mendocino County,Contra Costa County,91361.0,1165986.0,0.00057775175903098,0.12488765582971975,15333
6045,6021,3.098901098901099,68.64835164835165,39.4336238311982,-123.43155391611874,39.59840476989015,-122.39220680724118,Mendocino County,Glenn County,91361.0,28896.0,0.00057775175903098,0.0001331980874288246,72881
6045,6033,89.67032967032968,1984.3296703296705,39.4336238311982,-123.43155391611874,39.09964534019901,-122.75318391622451,Mendocino County,Lake County,91361.0,68195.0,0.00057775175903098,0.00032473769187069113,714000
6045,6041,22.615384615384617,496.80219780219784,39.4336238311982,-123.43155391611874,38.05518332680756,-122.74885854934313,Mendocino County,Marin County,91361.0,261282.0,0.00057775175903098,0.004477864609808402,42777
