geoid_o,geoid_d,visitor_flows,pop_flows,lat_o,lng_o,lat_d,lng_d,county_o,county_d,pop_o,pop_d,eigen_centrality_o,eigen_centrality_d
6001,6109,165.55172413793105,4254.827586206897,37.650546842122445,-121.91788544949588,38.02760098861166,-119.95475334431002,Alameda County,Tuolumne County,1680380.0,55374.0,0.11688430599301988,0.00126035436553371
6001,6111,43.55172413793103,1111.344827586207,37.650546842122445,-121.91788544949588,34.35752851853052,-119.1260271961335,Alameda County,Ventura County,1680380.0,843310.0,0.11688430599301988,0.00034827802571514826
6001,6113,131.10344827586206,3360.310344827586,37.650546842122445,-121.91788544949588,38.68664648089628,-121.90162045610802,Alameda County,Yolo County,1680380.0,216291.0,0.11688430599301988,0.0007891375380840948
6001,6115,28.20689655172414,722.7586206896551,37.650546842122445,-121.91788544949588,39.26900767275675,-121.35126271836052,Alameda County,Yuba County,1680380.0,81994.0,0.11688430599301988,0.00017228237746101774
6081,6001,1592.1724137931035,39727.65517241379,37.43620973176126,-122.3556631985105,37.650546842122445,-121.91788544949588,San Mateo County,Alameda County,762511.0,1680380.0,0.033668412112733956,0.11688430599301988
6081,6003,7.448275862068965,186.86206896551724,37.43620973176126,-122.3556631985105,38.59725063434423,-119.8206530334338,San Mateo County,Alpine County,762511.0,1204.0,0.033668412112733956,0.00010860072909327757
6081,6005,23.310344827586206,584.1034482758621,37.43620973176126,-122.3556631985105,38.44638950030805,-120.65111562927252,San Mateo County,Amador County,762511.0,40532.0,0.033668412112733956,0.00027331461261835435
6081,6007,31.103448275862068,770.551724137931,37.43620973176126,-122.3556631985105,39.66692936367094,-121.60067173183134,San Mateo County,Butte County,762511.0,210135.0,0.033668412112733956,0.00045017250888969654
6081,6009,103.3103448275862,2604.448275862069,37.43620973176126,-122.3556631985105,38.20460680352815,-120.55413209741344,San Mateo County,Calaveras County,762511.0,45346.0,0.033668412112733956,0.0011234624235450118
6081,6011,7.1034482758620685,176.17241379310346,37.43620973176126,-122.3556631985105,39.177573134127535,-122.23702845533448,San Mateo County,Colusa County,762511.0,21858.0,0.033668412112733956,8.957406692555035e-05
6081,6013,619.8965517241379,15535.103448275862,37.43620973176126,-122.3556631985105,37.92341874155632,-121.95121244528308,San Mateo County,Contra Costa County,762511.0,1165986.0,0.033668412112733956,0.00836317965153478
6081,6015,2.655172413793103,62.758620689655174,37.43620973176126,-122.3556631985105,41.7449423699455,-123.9578013579158,San Mateo County,Del Norte County,762511.0,27601.0,0.033668412112733956,9.131721738454517e-05
6081,6017,289.48275862068965,7190.586206896552,37.43620973176126,-122.3556631985105,38.778737973176135,-120.5246469276132,San Mateo County,El Dorado County,762511.0,191220.0,0.033668412112733956,0.0032545408490643186
6081,6019,62.93103448275862,1575.896551724138,37.43620973176126,-122.3556631985105,36.75817909995374,-119.64931992072788,San Mateo County,Fresno County,762511.0,1009503.0,0.033668412112733956,0.0013604536834627618
6081,6021,7.448275862068965,184.55172413793102,37.43620973176126,-122.3556631985105,39.59840476989015,-122.39220680724118,San Mateo County,Glenn County,762511.0,28896.0,0.033668412112733956,0.00011080504838259278
6081,6023,16.862068965517242,413.8620689655172,37.43620973176126,-122.3556631985105,40.70500910443826,-123.91581945049178,San Mateo County,Humboldt County,762511.0,136261.0,0.033668412112733956,0.00029355701658937935
6081,6025,0.24137931034482757,5.689655172413793,37.43620973176126,-122.3556631985105,33.039505999919136,-115.3653197293723,San Mateo County,Imperial County,762511.0,179595.0,0.033668412112733956,1.6282788361289842e-05
6081,6027,1.5517241379310345,37.310344827586206,37.43620973176126,-122.3556631985105,36.51112680806087,-117.41078968308284,San Mateo County,Inyo County,762511.0,19001.0,0.033668412112733956,2.9754466086397962e-05
6081,6029,38.58620689655172,966.0,37.43620973176126,-122.3556631985105,35.34284876287472,-118.72990002272375,San Mateo County,Kern County,762511.0,905828.0,0.033668412112733956,0.0007688175052294399
6081,6031,12.655172413793103,318.3103448275862,37.43620973176126,-122.3556631985105,36.07536098867834,-119.81550249362245,San Mateo County,Kings County,762511.0,152790.0,0.033668412112733956,0.00018803310045085894
6081,6033,49.3448275862069,1241.2758620689656,37.43620973176126,-122.3556631985105,39.09964534019901,-122.75318391622451,San Mateo County,Lake County,762511.0,68195.0,0.033668412112733956,0.00042201333517675
6081,6035,5.0344827586206895,123.34482758620689,37.43620973176126,-122.3556631985105,40.67359039032007,-120.5943328310108,San Mateo County,Lassen County,762511.0,32317.0,0.033668412112733956,8.885478768607033e-05
6081,6037,260.0344827586207,6477.413793103448,37.43620973176126,-122.3556631985105,34.19800147820897,-118.26101696970832,San Mateo County,Los Angeles County,762511.0,9992236.0,0.033668412112733956,0.003950554488056042
6081,6039,30.551724137931036,766.0,37.43620973176126,-122.3556631985105,37.21803147751612,-119.76264813255864,San Mateo County,Madera County,762511.0,156343.0,0.033668412112733956,0.00064910129290404
6081,6041,204.48275862068965,5101.862068965517,37.43620973176126,-122.3556631985105,38.05518332680756,-122.74885854934313,San Mateo County,Marin County,762511.0,261282.0,0.033668412112733956,0.0012780987028398374
6081,6043,28.96551724137931,725.0344827586207,37.43620973176126,-122.3556631985105,37.58152187460611,-119.9055172810364,San Mateo County,Mariposa County,762511.0,17118.0,0.033668412112733956,0.00038099762836758897
6081,6045,39.758620689655174,997.3448275862069,37.43620973176126,-122.3556631985105,39.4336238311982,-123.43155391611874,San Mateo County,Mendocino County,762511.0,91361.0,0.033668412112733956,0.0004588260251557035
6081,6047,53.310344827586206,1349.6206896551723,37.43620973176126,-122.3556631985105,37.19187047087785,-120.71768800001988,San Mateo County,Merced County,762511.0,281814.0,0.033668412112733956,0.0015093390500698965
6081,6049,0.20689655172413793,4.9655172413793105,37.43620973176126,-122.3556631985105,41.58983357414569,-120.72502895942912,San Mateo County,Modoc County,762511.0,8663.0,0.033668412112733956,6.089310535834943e-06
6081,6051,24.93103448275862,617.6551724137931,37.43620973176126,-122.3556631985105,37.93899035009903,-118.88670926751536,San Mateo County,Mono County,762511.0,13226.0,0.033668412112733956,0.00030280788561026957
6081,6053,190.6206896551724,4767.241379310345,37.43620973176126,-122.3556631985105,36.23977439726873,-121.3089015574753,San Mateo County,Monterey County,762511.0,438390.0,0.033668412112733956,0.005959242302004641
6081,6055,153.51724137931035,3822.448275862069,37.43620973176126,-122.3556631985105,38.5064736594468,-122.33053320427236,San Mateo County,Napa County,762511.0,137485.0,0.033668412112733956,0.0009588088457956895
6081,6057,175.3103448275862,4372.896551724138,37.43620973176126,-122.3556631985105,39.30136957890384,-120.7687521163596,San Mateo County,Nevada County,762511.0,102249.0,0.033668412112733956,0.001459337255436015
6081,6059,168.0,4203.862068965517,37.43620973176126,-122.3556631985105,33.676913155110306,-117.77614624417816,San Mateo County,Orange County,762511.0,3185516.0,0.033668412112733956,0.0023113054008580044
6081,6061,411.41379310344826,10284.275862068966,37.43620973176126,-122.3556631985105,39.06342719938117,-120.71765160991616,San Mateo County,Placer County,762511.0,405889.0,0.033668412112733956,0.003494096130994148
6081,6063,20.586206896551722,509.6551724137931,37.43620973176126,-122.3556631985105,40.004682481022,-120.83859760079802,San Mateo County,Plumas County,762511.0,19749.0,0.033668412112733956,0.00028911739196264596
6081,6065,75.10344827586206,1874.0,37.43620973176126,-122.3556631985105,33.74368033412086,-115.99384915368177,San Mateo County,Riverside County,762511.0,2422847.0,0.033668412112733956,0.0008759699387543481
6081,6067,299.6896551724138,7545.620689655172,37.43620973176126,-122.3556631985105,38.44931480740672,-121.34424340677604,San Mateo County,Sacramento County,762511.0,1586465.0,0.033668412112733956,0.0045485903267646535
6081,6069,17.17241379310345,437.13793103448273,37.43620973176126,-122.3556631985105,36.60570590223144,-121.07499554108288,San Mateo County,San Benito County,762511.0,64521.0,0.033668412112733956,0.0020170922087292017
6081,6071,49.03448275862069,1221.0344827586207,37.43620973176126,-122.3556631985105,34.84143828214598,-116.17846073060556,San Mateo County,San Bernardino County,762511.0,2183239.0,0.033668412112733956,0.000803860426571373
6081,6073,177.51724137931035,4405.103448275862,37.43620973176126,-122.3556631985105,33.028203198952994,-116.77020744456196,San Mateo County,San Diego County,762511.0,3296045.0,0.033668412112733956,0.0026539943578304465
6081,6077,217.06896551724137,5463.241379310345,37.43620973176126,-122.3556631985105,37.93474445570171,-121.2714080737995,San Mateo County,San Joaquin County,762511.0,780558.0,0.033668412112733956,0.0049940584028143175
6081,6079,103.41379310344827,2564.8275862068967,37.43620973176126,-122.3556631985105,35.38741848606952,-120.45219695427826,San Mateo County,San Luis Obispo County,762511.0,281879.0,0.033668412112733956,0.002227549769134152
6081,6081,66753.58620689655,1663315.0,37.43620973176126,-122.3556631985105,37.43620973176126,-122.3556631985105,San Mateo County,San Mateo County,762511.0,762511.0,0.033668412112733956,0.033668412112733956
6081,6083,92.58620689655173,2318.137931034483,37.43620973176126,-122.3556631985105,34.53834408621415,-120.03078618310376,San Mateo County,Santa Barbara County,762511.0,448244.0,0.033668412112733956,0.00108065308484505
6081,6085,3353.137931034483,83675.44827586207,37.43620973176126,-122.3556631985105,37.2324840315687,-121.69627886046632,San Mateo County,Santa Clara County,762511.0,1931026.0,0.033668412112733956,1.0
6081,6087,209.27586206896552,5226.620689655172,37.43620973176126,-122.3556631985105,37.02160590618132,-122.00978740939895,San Mateo County,Santa Cruz County,762511.0,270462.0,0.033668412112733956,0.012039836789718223
6081,6089,77.51724137931035,1964.0344827586207,37.43620973176126,-122.3556631985105,40.76376659708024,-122.04052152474787,San Mateo County,Shasta County,762511.0,181984.0,0.033668412112733956,0.0009703067420094721
