geoid_o,geoid_d,visitor_flows,pop_flows,lat_o,lng_o,lat_d,lng_d,county_o,county_d,pop_o,pop_d,eigen_centrality_o,eigen_centrality_d
6001,6001,137815.88888888888,3652956.583333333,37.650546842122445,-121.91788544949588,37.650546842122445,-121.91788544949588,Alameda County,Alameda County,1680380.0,1680380.0,0.11670720922996866,0.11670720922996866
6001,6003,8.472222222222221,223.1111111111111,37.650546842122445,-121.91788544949588,38.59725063434423,-119.8206530334338,Alameda County,Alpine County,1680380.0,1204.0,0.11670720922996866,3.915728781643166e-05
6001,6005,42.36111111111111,1122.3055555555554,37.650546842122445,-121.91788544949588,38.44638950030805,-120.65111562927252,Alameda County,Amador County,1680380.0,40532.0,0.11670720922996866,0.00021037683578926963
6001,6007,86.3611111111111,2301.305555555555,37.650546842122445,-121.91788544949588,39.66692936367094,-121.60067173183134,Alameda County,Butte County,1680380.0,210135.0,0.11670720922996866,0.0005963562534864859
6001,6009,123.05555555555554,3249.7777777777774,37.650546842122445,-121.91788544949588,38.20460680352815,-120.55413209741344,Alameda County,Calaveras County,1680380.0,45346.0,0.11670720922996866,0.000773782593291278
6001,6011,14.5,383.8611111111111,37.650546842122445,-121.91788544949588,39.177573134127535,-122.23702845533448,Alameda County,Colusa County,1680380.0,21858.0,0.11670720922996866,6.394334981577916e-05
6001,6013,4976.333333333333,132202.63888888888,37.650546842122445,-121.91788544949588,37.92341874155632,-121.95121244528308,Alameda County,Contra Costa County,1680380.0,1165986.0,0.11670720922996866,0.007867675630125621
6001,6015,9.722222222222221,256.19444444444446,37.650546842122445,-121.91788544949588,41.7449423699455,-123.9578013579158,Alameda County,Del Norte County,1680380.0,27601.0,0.11670720922996866,5.697506919854092e-05
6001,6017,311.13888888888886,8223.833333333332,37.650546842122445,-121.91788544949588,38.778737973176135,-120.5246469276132,Alameda County,El Dorado County,1680380.0,191220.0,0.11670720922996866,0.0020450085758384243
6001,6019,172.83333333333331,4596.055555555556,37.650546842122445,-121.91788544949588,36.75817909995374,-119.64931992072788,Alameda County,Fresno County,1680380.0,1009503.0,0.11670720922996866,0.0014637053858321412
6001,6021,12.027777777777777,318.91666666666663,37.650546842122445,-121.91788544949588,39.59840476989015,-122.39220680724118,Alameda County,Glenn County,1680380.0,28896.0,0.11670720922996866,8.653209733080526e-05
6001,6023,43.02777777777778,1130.75,37.650546842122445,-121.91788544949588,40.70500910443826,-123.91581945049178,Alameda County,Humboldt County,1680380.0,136261.0,0.11670720922996866,0.0002761580054471592
6001,6025,3.694444444444444,98.30555555555556,37.650546842122445,-121.91788544949588,33.039505999919136,-115.3653197293723,Alameda County,Imperial County,1680380.0,179595.0,0.11670720922996866,2.8790889648102956e-05
6001,6027,2.333333333333333,61.11111111111111,37.650546842122445,-121.91788544949588,36.51112680806087,-117.41078968308284,Alameda County,Inyo County,1680380.0,19001.0,0.11670720922996866,3.096838790828765e-05
6001,6029,110.66666666666666,2942.6388888888887,37.650546842122445,-121.91788544949588,35.34284876287472,-118.72990002272375,Alameda County,Kern County,1680380.0,905828.0,0.11670720922996866,0.0008432567900644647
6001,6031,27.333333333333332,725.3333333333333,37.650546842122445,-121.91788544949588,36.07536098867834,-119.81550249362245,Alameda County,Kings County,1680380.0,152790.0,0.11670720922996866,0.00019015301019003028
6001,6033,44.5,1176.111111111111,37.650546842122445,-121.91788544949588,39.09964534019901,-122.75318391622451,Alameda County,Lake County,1680380.0,68195.0,0.11670720922996866,0.00024004495412336454
6001,6035,2.833333333333333,73.1111111111111,37.650546842122445,-121.91788544949588,40.67359039032007,-120.5943328310108,Alameda County,Lassen County,1680380.0,32317.0,0.11670720922996866,4.2383464795297056e-05
6001,6037,605.75,16070.47222222222,37.650546842122445,-121.91788544949588,34.19800147820897,-118.26101696970832,Alameda County,Los Angeles County,1680380.0,9992236.0,0.11670720922996866,0.004362740116430745
6001,6039,30.083333333333332,792.1388888888888,37.650546842122445,-121.91788544949588,37.21803147751612,-119.76264813255864,Alameda County,Madera County,1680380.0,156343.0,0.11670720922996866,0.0004943606642935135
6001,6041,359.27777777777777,9533.47222222222,37.650546842122445,-121.91788544949588,38.05518332680756,-122.74885854934313,Alameda County,Marin County,1680380.0,261282.0,0.11670720922996866,0.0010764017982027565
6001,6043,27.416666666666664,722.0833333333333,37.650546842122445,-121.91788544949588,37.58152187460611,-119.9055172810364,Alameda County,Mariposa County,1680380.0,17118.0,0.11670720922996866,0.0002173528171422931
6001,6045,77.02777777777777,2037.1666666666665,37.650546842122445,-121.91788544949588,39.4336238311982,-123.43155391611874,Alameda County,Mendocino County,1680380.0,91361.0,0.11670720922996866,0.00040773460919375234
6001,6047,102.22222222222221,2717.305555555555,37.650546842122445,-121.91788544949588,37.19187047087785,-120.71768800001988,Alameda County,Merced County,1680380.0,281814.0,0.11670720922996866,0.001595060149927241
6001,6049,1.4166666666666665,37.22222222222222,37.650546842122445,-121.91788544949588,41.58983357414569,-120.72502895942912,Alameda County,Modoc County,1680380.0,8663.0,0.11670720922996866,3.6501563146302822e-06
6001,6051,22.61111111111111,588.0,37.650546842122445,-121.91788544949588,37.93899035009903,-118.88670926751536,Alameda County,Mono County,1680380.0,13226.0,0.11670720922996866,0.00014516785316556456
6001,6053,251.33333333333331,6673.305555555555,37.650546842122445,-121.91788544949588,36.23977439726873,-121.3089015574753,Alameda County,Monterey County,1680380.0,438390.0,0.11670720922996866,0.0050406151222871535
