geoid_o,geoid_d,blocked
6027,6037,False
6027,6039,False
6027,6043,False
6027,6047,False
6027,6051,False
6027,6053,False
6027,6059,False
6027,6061,False
6027,6065,False
6027,6067,False
6027,6069,False
6027,6071,False
6027,6073,False
6027,6077,False
6027,6079,False
6027,6081,False
6027,6083,False
6027,6085,False
6027,6087,False
6027,6089,False
6027,6095,False
6027,6097,False
6027,6099,False
6027,6107,False
6027,6111,False
6027,6113,False
6027,6115,False
6029,6001,False
6029,6005,False
6029,6007,False
6029,6009,False
6029,6011,False
6029,6013,False
6029,6015,False
6029,6017,False
6029,6019,False
6029,6021,False
6029,6023,False
6029,6025,False
6029,6027,False
6029,6029,False
6029,6031,False
6029,6033,False
6029,6035,False
6029,6037,False
6029,6039,False
6029,6041,False
6029,6043,False
6029,6045,False
6029,6047,False
6029,6049,False
6029,6051,False
6029,6053,False
6029,6055,False
6029,6057,False
6029,6059,False
6029,6061,False
6029,6063,False
6029,6065,False
6029,6067,False
6029,6069,False
6029,6071,False
6029,6073,False
6029,6077,False
6029,6079,False
6029,6081,False
6029,6083,False
6029,6085,False
6029,6087,False
6029,6089,False
6029,6093,False
6029,6095,False
6029,6097,False
6029,6099,False
6029,6101,False
6029,6103,False
6029,6105,False
6029,6107,False
6029,6109,False
6029,6111,False
6029,6113,False
6029,6115,False
6031,6001,False
6031,6005,False
6031,6007,False
6031,6009,False
6031,6011,False
6031,6013,False
6031,6015,False
6031,6017,False
6031,6019,False
6031,6021,False
6031,6023,False
6031,6025,False
6031,6027,False
6031,6029,False
6031,6031,False
6031,6033,False
6031,6035,False
6031,6037,False
6031,6039,False
6031,6041,False
6031,6043,False
6031,6045,True
6031,6047,False
6031,6049,False
6031,6051,False
6031,6053,False
6031,6055,False
6031,6057,False
6031,6059,False
6031,6061,False
6031,6063,False
6031,6065,False
6031,6067,False
6031,6069,False
6031,6071,False
6031,6073,False
6031,6077,False
6031,6079,False
6031,6081,False
6031,6083,False
6031,6085,False
6031,6087,False
6031,6089,False
6031,6091,False
6031,6093,False
6031,6095,False
6031,6097,False
6031,6099,False
6031,6101,False
6031,6103,False
6031,6107,False
6031,6109,False
6031,6111,False
6031,6113,False
6031,6115,False
6033,6001,False
6033,6005,False
6033,6007,False
6033,6009,False
6033,6011,False
6033,6013,False
6033,6015,False
6033,6017,False
6033,6019,False
6033,6021,False
6033,6023,False
6033,6025,False
6033,6027,False
6033,6029,False
6033,6031,False
6033,6033,False
6033,6035,False
6033,6037,False
6033,6039,False
6033,6041,True
6033,6043,False
6033,6045,False
6033,6047,False
6033,6053,False
6033,6055,False
6033,6057,False
6033,6059,False
6033,6061,False
6033,6063,False
6033,6065,False
6033,6067,False
6033,6069,False
6033,6071,False
6033,6073,False
6033,6077,False
6033,6079,False
6033,6081,False
6033,6083,False
6033,6085,False
6033,6087,False
6033,6089,False
6033,6093,False
6033,6095,False
6033,6097,True
6033,6099,False
6033,6101,False
6033,6103,False
6033,6105,False
6033,6107,False
6033,6109,False
6033,6111,False
6033,6113,False
6033,6115,False
6035,6001,False
6035,6003,False
6035,6005,False
6035,6007,False
6035,6011,False
6035,6013,False
6035,6015,False
6035,6017,False
6035,6019,False
6035,6021,False
6035,6023,False
6035,6025,False
6035,6027,False
6035,6029,False
6035,6031,False
6035,6033,False
6035,6035,False
6035,6037,False
6035,6039,False
6035,6041,False
6035,6045,False
6035,6047,False
6035,6049,False
6035,6051,False
6035,6053,False
6035,6057,False
6035,6059,False
6035,6061,False
6035,6063,False
6035,6065,False
6035,6067,False
6035,6071,False
6035,6073,False
6035,6077,False
6035,6079,False
6035,6081,False
6035,6083,False
6035,6085,False
6035,6087,False
6035,6089,False
6035,6091,False
6035,6093,False
6035,6095,False
6035,6097,True
6035,6099,False
6035,6101,False
6035,6103,False
6035,6105,False
6035,6107,False
6035,6109,False
6035,6111,False
6035,6113,False
6035,6115,False
6037,6001,False
6037,6003,False
6037,6005,False
6037,6007,False
6037,6009,False
6037,6011,False
6037,6013,False
6037,6015,False
6037,6017,False
6037,6019,False
6037,6021,False
6037,6023,False
6037,6025,False
6037,6027,False
6037,6029,False
6037,6031,False
6037,6033,False
6037,6035,False
6037,6037,False
6037,6039,False
6037,6041,False
6037,6043,False
6037,6045,True
6037,6047,False
6037,6049,False
6037,6051,False
6037,6053,False
6037,6055,False
6037,6057,False
6037,6059,False
6037,6061,False
6037,6063,False
6037,6065,False
6037,6067,False
6037,6069,False
6037,6071,False
6037,6073,False
6037,6077,False
6037,6079,False
6037,6081,False
6037,6083,False
6037,6085,False
6037,6087,False
6037,6089,False
6037,6091,False
6037,6093,False
6037,6095,False
6037,6097,False
6037,6099,False
6037,6101,False
6037,6103,False
6037,6105,False
6037,6107,False
6037,6109,False
6037,6111,False
6037,6113,False
6037,6115,False
6039,6001,False
6039,6003,False
6039,6005,False
6039,6007,False
6039,6009,False
6039,6011,False
6039,6013,False
6039,6017,False
6039,6019,False
6039,6021,False
6039,6023,False
6039,6025,False
6039,6027,False
6039,6029,False
6039,6031,False
6039,6033,False
6039,6035,False
6039,6037,False
6039,6039,False
6039,6041,False
6039,6043,False
6039,6045,False
6039,6047,False
6039,6051,False
6039,6053,False
6039,6055,False
6039,6057,False
6039,6059,False
6039,6061,False
6039,6063,False
6039,6065,False
6039,6067,False
6039,6069,False
6039,6071,False
6039,6073,False
6039,6077,False
6039,6079,False
6039,6081,False
6039,6083,False
6039,6085,False
6039,6087,False
6039,6089,False
6039,6093,False
6039,6095,False
6039,6097,False
6039,6099,False
6039,6101,False
6039,6103,False
6039,6105,False
6039,6107,False
6039,6109,False
6039,6111,False
6039,6113,False
6039,6115,False
6041,6001,False
6041,6003,False
6041,6005,False
6041,6007,False
6041,6009,False
6041,6011,False
6041,6013,False
6041,6015,False
6041,6017,False
6041,6019,False
6041,6021,False
6041,6023,False
6041,6025,False
6041,6027,False
6041,6029,False
6041,6031,False
6041,6033,True
6041,6035,False
6041,6037,False
6041,6039,False
6041,6041,False
6041,6043,False
6041,6045,False
6041,6047,False
6041,6049,False
6041,6051,False
6041,6053,False
6041,6055,False
6041,6057,False
6041,6059,False
6041,6061,False
6041,6063,False
6041,6065,False
6041,6067,False
6041,6069,False
6041,6071,False
6041,6073,False
6041,6077,False
6041,6079,False
6041,6081,False
6041,6083,False
6041,6085,False
6041,6087,False
6041,6089,False
6041,6091,False
6041,6093,True
6041,6095,False
6041,6097,False
6041,6099,False
6041,6101,False
6041,6103,False
6041,6105,True
6041,6107,False
6041,6109,False
6041,6111,False
6041,6113,False
6041,6115,False
6043,6001,False
6043,6005,False
6043,6007,False
6043,6009,False
6043,6011,False
6043,6013,False
6043,6015,False
6043,6017,False
6043,6019,False
6043,6023,False
6043,6025,False
6043,6027,False
6043,6029,False
6043,6031,False
6043,6033,False
6043,6037,False
6043,6039,False
6043,6041,False
6043,6043,False
6043,6045,False
6043,6047,False
6043,6051,False
6043,6053,False
6043,6055,False
6043,6057,False
6043,6059,False
6043,6061,False
6043,6065,False
6043,6067,False
6043,6069,False
6043,6071,False
6043,6073,False
6043,6077,False
6043,6079,False
6043,6081,False
6043,6083,False
6043,6085,False
6043,6087,False
6043,6089,False
6043,6093,False
6043,6095,False
6043,6097,False
6043,6099,False
6043,6107,False
6043,6109,False
6043,6111,False
6043,6113,False
6043,6115,False
6045,6001,True
6045,6005,False
6045,6007,False
6045,6009,False
6045,6011,False
6045,6013,True
6045,6015,False
6045,6017,False
6045,6019,False
6045,6021,False
6045,6023,False
6045,6029,False
6045,6031,True
6045,6033,False
6045,6035,False
6045,6037,True
6045,6039,False
6045,6041,False
6045,6043,False
6045,6045,False
6045,6047,False
6045,6049,False
6045,6053,False
6045,6055,False
6045,6057,False
6045,6059,True
6045,6061,False
6045,6063,False
6045,6065,False
6045,6067,False
6045,6069,True
6045,6071,False
6045,6073,True
6045,6077,False
6045,6079,False
6045,6081,False
6045,6083,False
6045,6085,True
6045,6087,False
6045,6089,False
6045,6093,False
6045,6095,False
6045,6097,False
6045,6099,False
6045,6101,False
6045,6103,False
6045,6105,False
6045,6107,False
6045,6109,False
6045,6111,True
6045,6113,False
6045,6115,False
6047,6001,False
6047,6003,False
6047,6005,False
6047,6007,False
6047,6009,False
6047,6011,False
6047,6013,False
6047,6015,False
6047,6017,False
6047,6019,False
6047,6021,False
6047,6023,False
6047,6025,False
6047,6027,False
6047,6029,False
6047,6031,False
6047,6033,False
6047,6035,False
6047,6037,False
6047,6039,False
6047,6041,False
6047,6043,False
6047,6045,False
6047,6047,False
6047,6049,False
6047,6051,False
6047,6053,False
6047,6055,False
6047,6057,False
6047,6059,False
6047,6061,False
6047,6063,False
6047,6065,False
6047,6067,False
6047,6069,False
6047,6071,False
6047,6073,False
6047,6077,False
6047,6079,False
6047,6081,False
6047,6083,False
6047,6085,False
6047,6087,False
6047,6089,False
6047,6091,False
6047,6093,False
6047,6095,False
6047,6097,False
6047,6099,False
6047,6101,False
6047,6103,False
6047,6105,False
6047,6107,False
6047,6109,False
6047,6111,False
6047,6113,False
6047,6115,False
6049,6001,False
6049,6007,False
6049,6011,False
6049,6013,False
6049,6019,False
6049,6021,False
6049,6025,False
6049,6027,False
6049,6029,False
6049,6035,False
6049,6037,False
6049,6039,False
6049,6045,False
6049,6047,False
6049,6049,False
6049,6053,False
6049,6057,False
6049,6059,False
6049,6061,False
6049,6063,False
6049,6065,False
6049,6067,False
6049,6071,False
6049,6077,False
6049,6081,False
6049,6085,False
6049,6087,False
6049,6089,False
6049,6093,False
6049,6095,False
6049,6097,True
6049,6099,False
6049,6103,False
6049,6107,False
6049,6113,False
6049,6115,False
6051,6001,False
6051,6003,False
6051,6005,False
6051,6007,False
6051,6009,False
6051,6013,False
6051,6017,False
6051,6019,False
6051,6023,False
6051,6027,False
6051,6029,False
6051,6035,False
6051,6037,False
6051,6039,False
6051,6043,False
6051,6047,False
6051,6051,False
6051,6053,False
6051,6055,False
6051,6057,False
6051,6059,False
6051,6061,False
6051,6065,False
6051,6067,False
6051,6069,False
6051,6071,False
6051,6073,False
6051,6077,False
6051,6079,False
6051,6081,False
6051,6083,False
6051,6085,False
6051,6089,False
6051,6093,False
6051,6095,False
6051,6097,False
6051,6099,False
6051,6109,False
6051,6111,False
6051,6113,False
6053,6001,False
6053,6003,False
6053,6005,False
6053,6007,False
6053,6009,False
6053,6011,False
6053,6013,False
6053,6017,False
6053,6019,False
6053,6021,False
6053,6023,True
6053,6025,False
6053,6027,False
6053,6029,False
6053,6031,False
6053,6033,False
6053,6035,False
6053,6037,False
6053,6039,False
6053,6041,False
6053,6043,False
6053,6045,False
6053,6047,False
6053,6051,False
6053,6053,False
6053,6055,False
6053,6057,False
6053,6059,False
6053,6061,False
6053,6063,False
6053,6065,False
6053,6067,False
6053,6069,False
6053,6071,False
6053,6073,False
6053,6077,False
6053,6079,False
6053,6081,False
6053,6083,False
6053,6085,False
6053,6087,False
6053,6089,False
6053,6091,False
6053,6093,False
6053,6095,False
6053,6097,False
6053,6099,False
6053,6101,False
6053,6103,False
6053,6105,False
6053,6107,False
6053,6109,False
6053,6111,False
6053,6113,False
6053,6115,False
6055,6001,False
6055,6005,False
6055,6007,False
6055,6009,False
6055,6011,False
6055,6013,False
6055,6015,False
6055,6017,False
6055,6019,False
6055,6021,False
6055,6023,False
6055,6025,False
6055,6027,False
6055,6029,False
6055,6031,False
6055,6033,False
6055,6035,False
6055,6037,False
6055,6039,False
6055,6041,False
6055,6043,False
6055,6045,False
6055,6047,False
6055,6049,False
6055,6053,False
6055,6055,False
6055,6057,False
6055,6059,False
6055,6061,False
6055,6063,False
6055,6065,False
6055,6067,False
6055,6069,False
6055,6071,False
6055,6073,False
6055,6077,False
6055,6079,False
6055,6081,False
6055,6083,False
6055,6085,False
6055,6087,False
6055,6089,False
6055,6093,False
6055,6095,False
6055,6097,False
6055,6099,False
6055,6101,False
6055,6103,False
6055,6107,False
6055,6109,False
6055,6111,False
6055,6113,False
6055,6115,False
6057,6001,False
6057,6003,False
6057,6005,False
6057,6007,False
6057,6009,False
6057,6011,False
6057,6013,False
6057,6015,False
6057,6017,False
6057,6019,False
6057,6021,False
6057,6023,False
6057,6025,False
6057,6027,False
6057,6029,False
6057,6031,False
6057,6033,False
6057,6035,False
6057,6037,False
6057,6039,False
6057,6041,False
6057,6043,False
6057,6045,False
6057,6047,False
6057,6049,False
6057,6051,False
6057,6053,False
6057,6055,False
6057,6057,False
6057,6059,False
6057,6061,False
6057,6063,False
6057,6065,False
6057,6067,False
6057,6069,False
6057,6071,False
6057,6073,False
6057,6077,False
6057,6079,False
6057,6081,False
6057,6083,False
6057,6085,False
6057,6087,False
6057,6089,False
6057,6091,False
6057,6093,False
6057,6095,False
6057,6097,False
6057,6099,False
6057,6101,False
6057,6103,False
6057,6105,False
6057,6107,False
6057,6109,False
6057,6111,False
6057,6113,False
6057,6115,False
6059,6001,False
6059,6003,False
6059,6005,False
6059,6007,False
6059,6009,False
6059,6011,False
6059,6013,False
6059,6015,False
6059,6017,False
6059,6019,False
6059,6021,False
6059,6023,False
6059,6025,False
6059,6027,False
6059,6029,False
6059,6031,False
6059,6033,False
6059,6035,False
6059,6037,False
6059,6039,False
6059,6041,False
6059,6043,False
6059,6045,True
6059,6047,False
6059,6049,False
6059,6051,False
6059,6053,False
6059,6055,False
6059,6057,False
6059,6059,False
6059,6061,False
6059,6063,False
6059,6065,False
6059,6067,False
6059,6069,False
6059,6071,False
6059,6073,False
6059,6077,False
6059,6079,False
6059,6081,False
6059,6083,False
6059,6085,False
6059,6087,False
6059,6089,False
6059,6091,False
6059,6093,False
6059,6095,False
6059,6097,False
6059,6099,False
6059,6101,False
6059,6103,False
6059,6105,False
6059,6107,False
6059,6109,False
6059,6111,False
6059,6113,False
6059,6115,False
6061,6001,False
6061,6003,False
6061,6005,False
6061,6007,False
6061,6009,False
6061,6011,False
6061,6013,False
6061,6015,False
6061,6017,False
6061,6019,False
6061,6021,False
6061,6023,False
6061,6025,False
6061,6027,False
6061,6029,False
6061,6031,False
6061,6033,False
6061,6035,False
6061,6037,False
6061,6039,False
6061,6041,False
6061,6043,False
6061,6045,False
6061,6047,False
6061,6049,False
6061,6051,False
6061,6053,False
6061,6055,False
6061,6057,False
6061,6059,False
6061,6061,False
6061,6063,False
6061,6065,False
6061,6067,False
6061,6069,False
6061,6071,False
6061,6073,False
6061,6077,False
6061,6079,False
6061,6081,False
6061,6083,False
6061,6085,False
6061,6087,False
6061,6089,False
6061,6091,False
6061,6093,False
6061,6095,False
6061,6097,False
6061,6099,False
6061,6101,False
6061,6103,False
6061,6105,False
6061,6107,False
6061,6109,False
6061,6111,False
6061,6113,False
6061,6115,False
6063,6001,False
6063,6007,False
6063,6009,False
6063,6011,False
6063,6013,False
6063,6017,False
6063,6019,False
6063,6021,False
6063,6023,False
6063,6025,False
6063,6027,False
6063,6029,False
6063,6033,False
6063,6035,False
6063,6037,False
6063,6039,False
6063,6041,False
6063,6045,False
6063,6047,False
6063,6049,False
6063,6051,False
6063,6053,False
6063,6055,False
6063,6057,False
6063,6059,False
6063,6061,False
6063,6063,False
6063,6065,False
6063,6067,False
6063,6069,False
6063,6071,False
6063,6073,False
6063,6077,False
6063,6079,False
6063,6081,False
6063,6083,False
6063,6085,False
6063,6087,False
6063,6089,False
6063,6091,False
6063,6093,False
6063,6095,False
6063,6097,False
6063,6099,False
6063,6101,False
6063,6103,False
6063,6105,False
6063,6107,False
6063,6109,False
6063,6111,False
6063,6113,False
6063,6115,False
6065,6001,False
6065,6003,False
6065,6005,False
6065,6007,False
6065,6009,False
6065,6011,False
6065,6013,False
6065,6015,False
6065,6017,False
6065,6019,False
6065,6021,False
6065,6023,False
6065,6025,False
6065,6027,False
6065,6029,False
6065,6031,False
6065,6033,False
6065,6035,False
6065,6037,False
6065,6039,False
6065,6041,False
6065,6043,False
6065,6045,False
6065,6047,False
6065,6049,False
6065,6051,False
6065,6053,False
6065,6055,False
6065,6057,False
6065,6059,False
6065,6061,False
6065,6063,False
6065,6065,False
6065,6067,False
6065,6069,False
6065,6071,False
6065,6073,False
6065,6077,False
6065,6079,False
6065,6081,False
6065,6083,False
6065,6085,False
6065,6087,False
6065,6089,False
6065,6091,False
6065,6093,False
6065,6095,False
6065,6097,False
6065,6099,False
6065,6101,False
6065,6103,False
6065,6105,False
6065,6107,False
6065,6109,False
6065,6111,False
6065,6113,False
6065,6115,False
6067,6001,False
6067,6003,False
6067,6005,False
6067,6007,False
6067,6009,False
6067,6011,False
6067,6013,False
6067,6015,False
6067,6017,False
6067,6019,False
6067,6021,False
6067,6023,False
6067,6025,False
6067,6027,False
6067,6029,False
6067,6031,False
6067,6033,False
6067,6035,False
6067,6037,False
6067,6039,False
6067,6041,False
6067,6043,False
6067,6045,False
6067,6047,False
6067,6049,False
6067,6051,False
6067,6053,False
6067,6055,False
6067,6057,False
6067,6059,False
6067,6061,False
6067,6063,False
6067,6065,False
6067,6067,False
6067,6069,False
6067,6071,False
