,geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date,visitor_flows,pop_flows
599179,6007,6111,-121.60067173183134,39.66692936367094,-119.1260271961335,34.35752851853052,2019-07-25,13,292.0
599245,6007,6099,-121.60067173183134,39.66692936367094,-120.9976828984382,37.559137443240715,2019-07-25,21,472.0
599249,6007,6069,-121.60067173183134,39.66692936367094,-121.07499554108288,36.605705902231435,2019-07-25,7,157.0
599250,6007,6019,-121.60067173183134,39.66692936367094,-119.64931992072789,36.75817909995374,2019-07-25,14,314.0
599251,6007,6107,-121.60067173183134,39.66692936367094,-118.80047251578982,36.22015662355563,2019-07-25,4,89.0
599277,6007,6103,-121.60067173183134,39.66692936367094,-122.23388486645332,40.12573617716245,2019-07-25,168,3778.0
599281,6007,6029,-121.60067173183134,39.66692936367094,-118.72990002272377,35.34284876287472,2019-07-25,27,607.0
599283,6007,6079,-121.60067173183134,39.66692936367094,-120.45219695427826,35.38741848606952,2019-07-25,15,337.0
599290,6007,6033,-121.60067173183134,39.66692936367094,-122.75318391622451,39.099645340199004,2019-07-25,12,269.0
599294,6007,6061,-121.60067173183134,39.66692936367094,-120.71765160991616,39.063427199381174,2019-07-25,199,4475.0
599308,6007,6031,-121.60067173183134,39.66692936367094,-119.81550249362243,36.07536098867834,2019-07-25,3,67.0
599310,6007,6015,-121.60067173183134,39.66692936367094,-123.95780135791581,41.7449423699455,2019-07-25,6,134.0
599311,6007,6023,-121.60067173183134,39.66692936367094,-123.91581945049178,40.70500910443826,2019-07-25,54,1214.0
599312,6007,6045,-121.60067173183134,39.66692936367094,-123.43155391611874,39.4336238311982,2019-07-25,122,2743.0
599320,6007,6047,-121.60067173183134,39.66692936367094,-120.71768800001988,37.19187047087785,2019-07-25,21,472.0
599324,6007,6035,-121.60067173183134,39.66692936367094,-120.59433283101079,40.673590390320065,2019-07-25,29,652.0
599325,6007,6039,-121.60067173183134,39.66692936367094,-119.76264813255865,37.21803147751612,2019-07-25,3,67.0
599326,6007,6043,-121.60067173183134,39.66692936367094,-119.9055172810364,37.58152187460611,2019-07-25,3,67.0
599327,6007,6055,-121.60067173183134,39.66692936367094,-122.33053320427236,38.5064736594468,2019-07-25,10,224.0
599328,6007,6057,-121.60067173183134,39.66692936367094,-120.76875211635961,39.30136957890384,2019-07-25,55,1237.0
599340,6007,6007,-121.60067173183134,39.66692936367094,-121.60067173183134,39.66692936367094,2019-07-25,19123,430098.0
599341,6007,6051,-121.60067173183134,39.66692936367094,-118.88670926751537,37.93899035009903,2019-07-25,10,224.0
599342,6007,6083,-121.60067173183134,39.66692936367094,-120.03078618310377,34.53834408621415,2019-07-25,15,337.0
599347,6007,6101,-121.60067173183134,39.66692936367094,-121.69484234013284,39.03452288404048,2019-07-25,310,6972.0
599349,6007,6021,-121.60067173183134,39.66692936367094,-122.39220680724118,39.59840476989015,2019-07-25,166,3733.0
599350,6007,6089,-121.60067173183134,39.66692936367094,-122.04052152474789,40.763766597080235,2019-07-25,124,2788.0
599355,6007,6017,-121.60067173183134,39.66692936367094,-120.52464692761319,38.778737973176135,2019-07-25,34,764.0
599360,6007,6011,-121.60067173183134,39.66692936367094,-122.23702845533448,39.177573134127535,2019-07-25,76,1709.0
599366,6007,6063,-121.60067173183134,39.66692936367094,-120.83859760079802,40.004682481022,2019-07-25,93,2091.0
599372,6007,6115,-121.60067173183134,39.66692936367094,-121.35126271836053,39.26900767275675,2019-07-25,172,3868.0
599378,6007,6091,-121.60067173183134,39.66692936367094,-120.5159963784201,39.58040010161696,2019-07-25,1,22.0
599380,6007,6109,-121.60067173183134,39.66692936367094,-119.95475334431002,38.02760098861166,2019-07-25,7,157.0
599381,6007,6049,-121.60067173183134,39.66692936367094,-120.72502895942912,41.58983357414569,2019-07-25,4,89.0
599391,6007,6005,-121.60067173183134,39.66692936367094,-120.65111562927252,38.44638950030805,2019-07-25,1,22.0
599396,6007,6105,-121.60067173183134,39.66692936367094,-123.11262773346346,40.650693556253756,2019-07-25,8,179.0
611153,6025,6013,-115.3653197293723,33.039505999919136,-121.95121244528309,37.92341874155632,2019-07-25,7,192.0
611154,6025,6037,-115.3653197293723,33.039505999919136,-118.26101696970831,34.19800147820897,2019-07-25,109,2996.0
611155,6025,6059,-115.3653197293723,33.039505999919136,-117.77614624417816,33.676913155110306,2019-07-25,42,1154.0
611156,6025,6067,-115.3653197293723,33.039505999919136,-121.34424340677604,38.449314807406715,2019-07-25,5,137.0
611157,6025,6071,-115.3653197293723,33.039505999919136,-116.17846073060556,34.84143828214598,2019-07-25,60,1649.0
611158,6025,6113,-115.3653197293723,33.039505999919136,-121.90162045610802,38.68664648089628,2019-07-25,2,54.0
611183,6025,6001,-115.3653197293723,33.039505999919136,-121.91788544949588,37.650546842122445,2019-07-25,3,82.0
611184,6025,6053,-115.3653197293723,33.039505999919136,-121.3089015574753,36.23977439726873,2019-07-25,20,549.0
611185,6025,6065,-115.3653197293723,33.039505999919136,-115.99384915368177,33.74368033412086,2019-07-25,349,9593.0
611186,6025,6073,-115.3653197293723,33.039505999919136,-116.77020744456195,33.028203198952994,2019-07-25,494,13578.0
611188,6025,6077,-115.3653197293723,33.039505999919136,-121.2714080737995,37.93474445570171,2019-07-25,9,247.0
611189,6025,6087,-115.3653197293723,33.039505999919136,-122.00978740939895,37.02160590618132,2019-07-25,5,137.0
611190,6025,6095,-115.3653197293723,33.039505999919136,-121.9400068971127,38.26691911759816,2019-07-25,2,54.0
611191,6025,6097,-115.3653197293723,33.039505999919136,-122.92254465472433,38.525292574496746,2019-07-25,1,27.0
611192,6025,6111,-115.3653197293723,33.039505999919136,-119.1260271961335,34.35752851853052,2019-07-25,7,192.0
611232,6025,6099,-115.3653197293723,33.039505999919136,-120.9976828984382,37.559137443240715,2019-07-25,2,54.0
611234,6025,6069,-115.3653197293723,33.039505999919136,-121.07499554108288,36.605705902231435,2019-07-25,2,54.0
611235,6025,6019,-115.3653197293723,33.039505999919136,-119.64931992072789,36.75817909995374,2019-07-25,29,797.0
611236,6025,6107,-115.3653197293723,33.039505999919136,-118.80047251578982,36.22015662355563,2019-07-25,1,27.0
611250,6025,6029,-115.3653197293723,33.039505999919136,-118.72990002272377,35.34284876287472,2019-07-25,26,714.0
611253,6025,6079,-115.3653197293723,33.039505999919136,-120.45219695427826,35.38741848606952,2019-07-25,20,549.0
611256,6025,6061,-115.3653197293723,33.039505999919136,-120.71765160991616,39.063427199381174,2019-07-25,1,27.0
611262,6025,6031,-115.3653197293723,33.039505999919136,-119.81550249362243,36.07536098867834,2019-07-25,15,412.0
611264,6025,6015,-115.3653197293723,33.039505999919136,-123.95780135791581,41.7449423699455,2019-07-25,4,109.0
611275,6025,6047,-115.3653197293723,33.039505999919136,-120.71768800001988,37.19187047087785,2019-07-25,1,27.0
611282,6025,6039,-115.3653197293723,33.039505999919136,-119.76264813255865,37.21803147751612,2019-07-25,1,27.0
611283,6025,6043,-115.3653197293723,33.039505999919136,-119.9055172810364,37.58152187460611,2019-07-25,1,27.0
611291,6025,6007,-115.3653197293723,33.039505999919136,-121.60067173183134,39.66692936367094,2019-07-25,2,54.0
611294,6025,6051,-115.3653197293723,33.039505999919136,-118.88670926751537,37.93899035009903,2019-07-25,3,82.0
611295,6025,6083,-115.3653197293723,33.039505999919136,-120.03078618310377,34.53834408621415,2019-07-25,4,109.0
611300,6025,6017,-115.3653197293723,33.039505999919136,-120.52464692761319,38.778737973176135,2019-07-25,1,27.0
611304,6025,6025,-115.3653197293723,33.039505999919136,-115.3653197293723,33.039505999919136,2019-07-25,11203,307943.0
611315,6043,6037,-119.9055172810364,37.58152187460611,-118.26101696970831,34.19800147820897,2019-07-25,11,241.0
611316,6043,6059,-119.9055172810364,37.58152187460611,-117.77614624417816,33.676913155110306,2019-07-25,2,43.0
611317,6043,6067,-119.9055172810364,37.58152187460611,-121.34424340677604,38.449314807406715,2019-07-25,8,175.0
611318,6043,6071,-119.9055172810364,37.58152187460611,-116.17846073060556,34.84143828214598,2019-07-25,2,43.0
611329,6043,6001,-119.9055172810364,37.58152187460611,-121.91788544949588,37.650546842122445,2019-07-25,4,87.0
611330,6043,6053,-119.9055172810364,37.58152187460611,-121.3089015574753,36.23977439726873,2019-07-25,11,241.0
611331,6043,6065,-119.9055172810364,37.58152187460611,-115.99384915368177,33.74368033412086,2019-07-25,10,219.0
611332,6043,6073,-119.9055172810364,37.58152187460611,-116.77020744456195,33.028203198952994,2019-07-25,8,175.0
611334,6043,6077,-119.9055172810364,37.58152187460611,-121.2714080737995,37.93474445570171,2019-07-25,20,439.0
611335,6043,6081,-119.9055172810364,37.58152187460611,-122.3556631985105,37.43620973176126,2019-07-25,2,43.0
611336,6043,6085,-119.9055172810364,37.58152187460611,-121.69627886046631,37.2324840315687,2019-07-25,10,219.0
611337,6043,6087,-119.9055172810364,37.58152187460611,-122.00978740939895,37.02160590618132,2019-07-25,4,87.0
611338,6043,6095,-119.9055172810364,37.58152187460611,-121.9400068971127,38.26691911759816,2019-07-25,4,87.0
611339,6043,6097,-119.9055172810364,37.58152187460611,-122.92254465472433,38.525292574496746,2019-07-25,1,21.0
611352,6043,6099,-119.9055172810364,37.58152187460611,-120.9976828984382,37.559137443240715,2019-07-25,66,1450.0
611353,6043,6069,-119.9055172810364,37.58152187460611,-121.07499554108288,36.605705902231435,2019-07-25,4,87.0
611354,6043,6019,-119.9055172810364,37.58152187460611,-119.64931992072789,36.75817909995374,2019-07-25,46,1010.0
611355,6043,6107,-119.9055172810364,37.58152187460611,-118.80047251578982,36.22015662355563,2019-07-25,4,87.0
611360,6043,6029,-119.9055172810364,37.58152187460611,-118.72990002272377,35.34284876287472,2019-07-25,4,87.0
611361,6043,6079,-119.9055172810364,37.58152187460611,-120.45219695427826,35.38741848606952,2019-07-25,14,307.0
611363,6043,6033,-119.9055172810364,37.58152187460611,-122.75318391622451,39.099645340199004,2019-07-25,1,21.0
611365,6043,6061,-119.9055172810364,37.58152187460611,-120.71765160991616,39.063427199381174,2019-07-25,4,87.0
611367,6043,6027,-119.9055172810364,37.58152187460611,-117.41078968308284,36.511126808060865,2019-07-25,6,131.0
611368,6043,6031,-119.9055172810364,37.58152187460611,-119.81550249362243,36.07536098867834,2019-07-25,3,65.0
611369,6043,6045,-119.9055172810364,37.58152187460611,-123.43155391611874,39.4336238311982,2019-07-25,9,197.0
611370,6043,6047,-119.9055172810364,37.58152187460611,-120.71768800001988,37.19187047087785,2019-07-25,82,1801.0
611371,6043,6039,-119.9055172810364,37.58152187460611,-119.76264813255865,37.21803147751612,2019-07-25,90,1977.0
611372,6043,6043,-119.9055172810364,37.58152187460611,-119.9055172810364,37.58152187460611,2019-07-25,905,19886.0
611373,6043,6055,-119.9055172810364,37.58152187460611,-122.33053320427236,38.5064736594468,2019-07-25,3,65.0
611376,6043,6051,-119.9055172810364,37.58152187460611,-118.88670926751537,37.93899035009903,2019-07-25,4,87.0
611377,6043,6083,-119.9055172810364,37.58152187460611,-120.03078618310377,34.53834408621415,2019-07-25,1,21.0
611379,6043,6089,-119.9055172810364,37.58152187460611,-122.04052152474789,40.763766597080235,2019-07-25,1,21.0
611381,6043,6017,-119.9055172810364,37.58152187460611,-120.52464692761319,38.778737973176135,2019-07-25,6,131.0
611384,6043,6115,-119.9055172810364,37.58152187460611,-121.35126271836053,39.26900767275675,2019-07-25,1,21.0
611387,6043,6009,-119.9055172810364,37.58152187460611,-120.55413209741344,38.20460680352815,2019-07-25,2,43.0
611388,6043,6109,-119.9055172810364,37.58152187460611,-119.95475334431002,38.02760098861166,2019-07-25,38,835.0
611391,6055,6013,-122.33053320427236,38.5064736594468,-121.95121244528309,37.92341874155632,2019-07-25,229,6056.0
611392,6055,6037,-122.33053320427236,38.5064736594468,-118.26101696970831,34.19800147820897,2019-07-25,76,2009.0
611393,6055,6059,-122.33053320427236,38.5064736594468,-117.77614624417816,33.676913155110306,2019-07-25,38,1004.0
611394,6055,6067,-122.33053320427236,38.5064736594468,-121.34424340677604,38.449314807406715,2019-07-25,78,2062.0
611395,6055,6071,-122.33053320427236,38.5064736594468,-116.17846073060556,34.84143828214598,2019-07-25,16,423.0
611396,6055,6113,-122.33053320427236,38.5064736594468,-121.90162045610802,38.68664648089628,2019-07-25,41,1084.0
611425,6055,6001,-122.33053320427236,38.5064736594468,-121.91788544949588,37.650546842122445,2019-07-25,160,4231.0
611426,6055,6041,-122.33053320427236,38.5064736594468,-122.74885854934313,38.05518332680756,2019-07-25,176,4654.0
611427,6055,6053,-122.33053320427236,38.5064736594468,-121.3089015574753,36.23977439726873,2019-07-25,11,290.0
611428,6055,6065,-122.33053320427236,38.5064736594468,-115.99384915368177,33.74368033412086,2019-07-25,13,343.0
611429,6055,6073,-122.33053320427236,38.5064736594468,-116.77020744456195,33.028203198952994,2019-07-25,42,1110.0
611431,6055,6077,-122.33053320427236,38.5064736594468,-121.2714080737995,37.93474445570171,2019-07-25,20,528.0
611432,6055,6081,-122.33053320427236,38.5064736594468,-122.3556631985105,37.43620973176126,2019-07-25,81,2142.0
611433,6055,6085,-122.33053320427236,38.5064736594468,-121.69627886046631,37.2324840315687,2019-07-25,60,1586.0
611434,6055,6087,-122.33053320427236,38.5064736594468,-122.00978740939895,37.02160590618132,2019-07-25,15,396.0
611435,6055,6093,-122.33053320427236,38.5064736594468,-122.54036776276807,41.59268663385888,2019-07-25,3,79.0
611436,6055,6095,-122.33053320427236,38.5064736594468,-121.9400068971127,38.26691911759816,2019-07-25,870,23007.0
611437,6055,6097,-122.33053320427236,38.5064736594468,-122.92254465472433,38.525292574496746,2019-07-25,309,8171.0
611438,6055,6111,-122.33053320427236,38.5064736594468,-119.1260271961335,34.35752851853052,2019-07-25,11,290.0
611487,6055,6099,-122.33053320427236,38.5064736594468,-120.9976828984382,37.559137443240715,2019-07-25,8,211.0
611489,6055,6069,-122.33053320427236,38.5064736594468,-121.07499554108288,36.605705902231435,2019-07-25,1,26.0
611491,6055,6019,-122.33053320427236,38.5064736594468,-119.64931992072789,36.75817909995374,2019-07-25,4,105.0
611492,6055,6107,-122.33053320427236,38.5064736594468,-118.80047251578982,36.22015662355563,2019-07-25,2,52.0
611505,6055,6103,-122.33053320427236,38.5064736594468,-122.23388486645332,40.12573617716245,2019-07-25,4,105.0
611509,6055,6029,-122.33053320427236,38.5064736594468,-118.72990002272377,35.34284876287472,2019-07-25,20,528.0
611514,6055,6079,-122.33053320427236,38.5064736594468,-120.45219695427826,35.38741848606952,2019-07-25,19,502.0
611522,6055,6033,-122.33053320427236,38.5064736594468,-122.75318391622451,39.099645340199004,2019-07-25,18,476.0
611523,6055,6061,-122.33053320427236,38.5064736594468,-120.71765160991616,39.063427199381174,2019-07-25,18,476.0
611525,6055,6031,-122.33053320427236,38.5064736594468,-119.81550249362243,36.07536098867834,2019-07-25,2,52.0
611527,6055,6015,-122.33053320427236,38.5064736594468,-123.95780135791581,41.7449423699455,2019-07-25,6,158.0
611528,6055,6023,-122.33053320427236,38.5064736594468,-123.91581945049178,40.70500910443826,2019-07-25,5,132.0
611529,6055,6045,-122.33053320427236,38.5064736594468,-123.43155391611874,39.4336238311982,2019-07-25,19,502.0
611534,6055,6047,-122.33053320427236,38.5064736594468,-120.71768800001988,37.19187047087785,2019-07-25,8,211.0
611535,6055,6035,-122.33053320427236,38.5064736594468,-120.59433283101079,40.673590390320065,2019-07-25,2,52.0
611536,6055,6043,-122.33053320427236,38.5064736594468,-119.9055172810364,37.58152187460611,2019-07-25,1,26.0
611537,6055,6055,-122.33053320427236,38.5064736594468,-122.33053320427236,38.5064736594468,2019-07-25,9287,245600.0
611538,6055,6057,-122.33053320427236,38.5064736594468,-120.76875211635961,39.30136957890384,2019-07-25,11,290.0
611547,6055,6007,-122.33053320427236,38.5064736594468,-121.60067173183134,39.66692936367094,2019-07-25,3,79.0
611550,6055,6051,-122.33053320427236,38.5064736594468,-118.88670926751537,37.93899035009903,2019-07-25,2,52.0
611551,6055,6083,-122.33053320427236,38.5064736594468,-120.03078618310377,34.53834408621415,2019-07-25,17,449.0
611555,6055,6101,-122.33053320427236,38.5064736594468,-121.69484234013284,39.03452288404048,2019-07-25,2,52.0
611557,6055,6021,-122.33053320427236,38.5064736594468,-122.39220680724118,39.59840476989015,2019-07-25,1,26.0
611558,6055,6089,-122.33053320427236,38.5064736594468,-122.04052152474789,40.763766597080235,2019-07-25,10,264.0
611561,6055,6017,-122.33053320427236,38.5064736594468,-120.52464692761319,38.778737973176135,2019-07-25,18,476.0
611563,6055,6025,-122.33053320427236,38.5064736594468,-115.3653197293723,33.039505999919136,2019-07-25,3,79.0
611566,6055,6011,-122.33053320427236,38.5064736594468,-122.23702845533448,39.177573134127535,2019-07-25,2,52.0
611571,6055,6063,-122.33053320427236,38.5064736594468,-120.83859760079802,40.004682481022,2019-07-25,3,79.0
611574,6055,6115,-122.33053320427236,38.5064736594468,-121.35126271836053,39.26900767275675,2019-07-25,7,185.0
611576,6055,6091,-122.33053320427236,38.5064736594468,-120.5159963784201,39.58040010161696,2019-07-25,1,26.0
611577,6055,6009,-122.33053320427236,38.5064736594468,-120.55413209741344,38.20460680352815,2019-07-25,5,132.0
611578,6055,6109,-122.33053320427236,38.5064736594468,-119.95475334431002,38.02760098861166,2019-07-25,4,105.0
611582,6055,6005,-122.33053320427236,38.5064736594468,-120.65111562927252,38.44638950030805,2019-07-25,5,132.0
611585,6055,6105,-122.33053320427236,38.5064736594468,-123.11262773346346,40.650693556253756,2019-07-25,3,79.0
611588,6069,6013,-121.07499554108288,36.605705902231435,-121.95121244528309,37.92341874155632,2019-07-25,6,115.0
611589,6069,6037,-121.07499554108288,36.605705902231435,-118.26101696970831,34.19800147820897,2019-07-25,54,1038.0
611590,6069,6059,-121.07499554108288,36.605705902231435,-117.77614624417816,33.676913155110306,2019-07-25,24,461.0
611591,6069,6067,-121.07499554108288,36.605705902231435,-121.34424340677604,38.449314807406715,2019-07-25,8,153.0
611592,6069,6071,-121.07499554108288,36.605705902231435,-116.17846073060556,34.84143828214598,2019-07-25,7,134.0
611593,6069,6113,-121.07499554108288,36.605705902231435,-121.90162045610802,38.68664648089628,2019-07-25,1,19.0
611612,6069,6001,-121.07499554108288,36.605705902231435,-121.91788544949588,37.650546842122445,2019-07-25,79,1519.0
611613,6069,6041,-121.07499554108288,36.605705902231435,-122.74885854934313,38.05518332680756,2019-07-25,3,57.0
611614,6069,6053,-121.07499554108288,36.605705902231435,-121.3089015574753,36.23977439726873,2019-07-25,391,7518.0
611615,6069,6065,-121.07499554108288,36.605705902231435,-115.99384915368177,33.74368033412086,2019-07-25,1,19.0
611616,6069,6073,-121.07499554108288,36.605705902231435,-116.77020744456195,33.028203198952994,2019-07-25,6,115.0
611618,6069,6077,-121.07499554108288,36.605705902231435,-121.2714080737995,37.93474445570171,2019-07-25,6,115.0
611619,6069,6081,-121.07499554108288,36.605705902231435,-122.3556631985105,37.43620973176126,2019-07-25,79,1519.0
611620,6069,6085,-121.07499554108288,36.605705902231435,-121.69627886046631,37.2324840315687,2019-07-25,1567,30131.0
611621,6069,6087,-121.07499554108288,36.605705902231435,-122.00978740939895,37.02160590618132,2019-07-25,184,3538.0
611622,6069,6095,-121.07499554108288,36.605705902231435,-121.9400068971127,38.26691911759816,2019-07-25,3,57.0
611623,6069,6097,-121.07499554108288,36.605705902231435,-122.92254465472433,38.525292574496746,2019-07-25,8,153.0
611624,6069,6111,-121.07499554108288,36.605705902231435,-119.1260271961335,34.35752851853052,2019-07-25,4,76.0
611649,6069,6099,-121.07499554108288,36.605705902231435,-120.9976828984382,37.559137443240715,2019-07-25,14,269.0
611651,6069,6069,-121.07499554108288,36.605705902231435,-121.07499554108288,36.605705902231435,2019-07-25,4789,92085.0
611652,6069,6019,-121.07499554108288,36.605705902231435,-119.64931992072789,36.75817909995374,2019-07-25,20,384.0
611653,6069,6107,-121.07499554108288,36.605705902231435,-118.80047251578982,36.22015662355563,2019-07-25,4,76.0
611659,6069,6103,-121.07499554108288,36.605705902231435,-122.23388486645332,40.12573617716245,2019-07-25,1,19.0
611660,6069,6029,-121.07499554108288,36.605705902231435,-118.72990002272377,35.34284876287472,2019-07-25,8,153.0
611663,6069,6079,-121.07499554108288,36.605705902231435,-120.45219695427826,35.38741848606952,2019-07-25,27,519.0
611668,6069,6061,-121.07499554108288,36.605705902231435,-120.71765160991616,39.063427199381174,2019-07-25,1,19.0
611672,6069,6031,-121.07499554108288,36.605705902231435,-119.81550249362243,36.07536098867834,2019-07-25,4,76.0
611673,6069,6047,-121.07499554108288,36.605705902231435,-120.71768800001988,37.19187047087785,2019-07-25,22,423.0
611674,6069,6035,-121.07499554108288,36.605705902231435,-120.59433283101079,40.673590390320065,2019-07-25,1,19.0
611675,6069,6039,-121.07499554108288,36.605705902231435,-119.76264813255865,37.21803147751612,2019-07-25,2,38.0
611676,6069,6055,-121.07499554108288,36.605705902231435,-122.33053320427236,38.5064736594468,2019-07-25,4,76.0
611677,6069,6057,-121.07499554108288,36.605705902231435,-120.76875211635961,39.30136957890384,2019-07-25,3,57.0
611682,6069,6083,-121.07499554108288,36.605705902231435,-120.03078618310377,34.53834408621415,2019-07-25,20,384.0
611684,6069,6101,-121.07499554108288,36.605705902231435,-121.69484234013284,39.03452288404048,2019-07-25,1,19.0
611685,6069,6089,-121.07499554108288,36.605705902231435,-122.04052152474789,40.763766597080235,2019-07-25,2,38.0
611686,6069,6017,-121.07499554108288,36.605705902231435,-120.52464692761319,38.778737973176135,2019-07-25,18,346.0
611691,6069,6011,-121.07499554108288,36.605705902231435,-122.23702845533448,39.177573134127535,2019-07-25,1,19.0
611693,6069,6063,-121.07499554108288,36.605705902231435,-120.83859760079802,40.004682481022,2019-07-25,7,134.0
611695,6069,6009,-121.07499554108288,36.605705902231435,-120.55413209741344,38.20460680352815,2019-07-25,2,38.0
611697,6069,6109,-121.07499554108288,36.605705902231435,-119.95475334431002,38.02760098861166,2019-07-25,2,38.0
611700,6069,6005,-121.07499554108288,36.605705902231435,-120.65111562927252,38.44638950030805,2019-07-25,2,38.0
611702,6091,6013,-120.5159963784201,39.58040010161696,-121.95121244528309,37.92341874155632,2019-07-25,1,24.0
611703,6091,6067,-120.5159963784201,39.58040010161696,-121.34424340677604,38.449314807406715,2019-07-25,1,24.0
611704,6091,6113,-120.5159963784201,39.58040010161696,-121.90162045610802,38.68664648089628,2019-07-25,3,72.0
611707,6091,6001,-120.5159963784201,39.58040010161696,-121.91788544949588,37.650546842122445,2019-07-25,1,24.0
611711,6091,6019,-120.5159963784201,39.58040010161696,-119.64931992072789,36.75817909995374,2019-07-25,2,48.0
611713,6091,6103,-120.5159963784201,39.58040010161696,-122.23388486645332,40.12573617716245,2019-07-25,5,120.0
611715,6091,6061,-120.5159963784201,39.58040010161696,-120.71765160991616,39.063427199381174,2019-07-25,8,192.0
611716,6091,6047,-120.5159963784201,39.58040010161696,-120.71768800001988,37.19187047087785,2019-07-25,1,24.0
611717,6091,6035,-120.5159963784201,39.58040010161696,-120.59433283101079,40.673590390320065,2019-07-25,7,168.0
611718,6091,6039,-120.5159963784201,39.58040010161696,-119.76264813255865,37.21803147751612,2019-07-25,6,144.0
611719,6091,6057,-120.5159963784201,39.58040010161696,-120.76875211635961,39.30136957890384,2019-07-25,15,360.0
611720,6091,6063,-120.5159963784201,39.58040010161696,-120.83859760079802,40.004682481022,2019-07-25,12,288.0
611721,6091,6115,-120.5159963784201,39.58040010161696,-121.35126271836053,39.26900767275675,2019-07-25,1,24.0
611722,6091,6091,-120.5159963784201,39.58040010161696,-120.5159963784201,39.58040010161696,2019-07-25,101,2426.0
611725,6097,6013,-122.92254465472433,38.525292574496746,-121.95121244528309,37.92341874155632,2019-07-25,188,4819.0
611726,6097,6037,-122.92254465472433,38.525292574496746,-118.26101696970831,34.19800147820897,2019-07-25,122,3127.0
611727,6097,6059,-122.92254465472433,38.525292574496746,-117.77614624417816,33.676913155110306,2019-07-25,83,2127.0
611728,6097,6067,-122.92254465472433,38.525292574496746,-121.34424340677604,38.449314807406715,2019-07-25,117,2999.0
611729,6097,6071,-122.92254465472433,38.525292574496746,-116.17846073060556,34.84143828214598,2019-07-25,20,512.0
611730,6097,6113,-122.92254465472433,38.525292574496746,-121.90162045610802,38.68664648089628,2019-07-25,44,1127.0
611785,6097,6001,-122.92254465472433,38.525292574496746,-121.91788544949588,37.650546842122445,2019-07-25,372,9535.0
611786,6097,6041,-122.92254465472433,38.525292574496746,-122.74885854934313,38.05518332680756,2019-07-25,1401,35912.0
611787,6097,6053,-122.92254465472433,38.525292574496746,-121.3089015574753,36.23977439726873,2019-07-25,34,871.0
611788,6097,6065,-122.92254465472433,38.525292574496746,-115.99384915368177,33.74368033412086,2019-07-25,10,256.0
611789,6097,6073,-122.92254465472433,38.525292574496746,-116.77020744456195,33.028203198952994,2019-07-25,170,4357.0
611791,6097,6077,-122.92254465472433,38.525292574496746,-121.2714080737995,37.93474445570171,2019-07-25,52,1332.0
611792,6097,6081,-122.92254465472433,38.525292574496746,-122.3556631985105,37.43620973176126,2019-07-25,222,5690.0
611793,6097,6085,-122.92254465472433,38.525292574496746,-121.69627886046631,37.2324840315687,2019-07-25,186,4767.0
611794,6097,6087,-122.92254465472433,38.525292574496746,-122.00978740939895,37.02160590618132,2019-07-25,63,1614.0
611795,6097,6093,-122.92254465472433,38.525292574496746,-122.54036776276807,41.59268663385888,2019-07-25,29,743.0
611796,6097,6095,-122.92254465472433,38.525292574496746,-121.9400068971127,38.26691911759816,2019-07-25,230,5895.0
611797,6097,6097,-122.92254465472433,38.525292574496746,-122.92254465472433,38.525292574496746,2019-07-25,38426,984991.0
611798,6097,6111,-122.92254465472433,38.525292574496746,-119.1260271961335,34.35752851853052,2019-07-25,14,358.0
611912,6097,6099,-122.92254465472433,38.525292574496746,-120.9976828984382,37.559137443240715,2019-07-25,29,743.0
611915,6097,6069,-122.92254465472433,38.525292574496746,-121.07499554108288,36.605705902231435,2019-07-25,2,51.0
611917,6097,6019,-122.92254465472433,38.525292574496746,-119.64931992072789,36.75817909995374,2019-07-25,36,922.0
611918,6097,6107,-122.92254465472433,38.525292574496746,-118.80047251578982,36.22015662355563,2019-07-25,3,76.0
611937,6097,6103,-122.92254465472433,38.525292574496746,-122.23388486645332,40.12573617716245,2019-07-25,8,205.0
611943,6097,6029,-122.92254465472433,38.525292574496746,-118.72990002272377,35.34284876287472,2019-07-25,24,615.0
611949,6097,6079,-122.92254465472433,38.525292574496746,-120.45219695427826,35.38741848606952,2019-07-25,58,1486.0
611960,6097,6033,-122.92254465472433,38.525292574496746,-122.75318391622451,39.099645340199004,2019-07-25,102,2614.0
611964,6097,6061,-122.92254465472433,38.525292574496746,-120.71765160991616,39.063427199381174,2019-07-25,152,3896.0
611970,6097,6027,-122.92254465472433,38.525292574496746,-117.41078968308284,36.511126808060865,2019-07-25,2,51.0
611979,6097,6031,-122.92254465472433,38.525292574496746,-119.81550249362243,36.07536098867834,2019-07-25,5,128.0
611985,6097,6015,-122.92254465472433,38.525292574496746,-123.95780135791581,41.7449423699455,2019-07-25,8,205.0
611986,6097,6023,-122.92254465472433,38.525292574496746,-123.91581945049178,40.70500910443826,2019-07-25,42,1076.0
611987,6097,6045,-122.92254465472433,38.525292574496746,-123.43155391611874,39.4336238311982,2019-07-25,213,5459.0
612002,6097,6047,-122.92254465472433,38.525292574496746,-120.71768800001988,37.19187047087785,2019-07-25,25,640.0
612009,6097,6035,-122.92254465472433,38.525292574496746,-120.59433283101079,40.673590390320065,2019-07-25,7,179.0
612010,6097,6039,-122.92254465472433,38.525292574496746,-119.76264813255865,37.21803147751612,2019-07-25,9,230.0
